id,pid,status,mother1,mother2,px,py,pz,m,scale,pol,xProd,yProd,zProd,tau
0,90,-11,0,0,0,0,0,14000,0,9,0,0,0,0
1,2212,-12,0,0,0,0,0,0.93827,0,9,0,0,0,0
2,2212,-12,0,0,0,0,0,0.93827,0,9,0,0,0,0
3,21,-21,7,7,0,0,0,0,28.1263,9,0,0,0,0
4,21,-21,8,0,0,0,0,0,28.1263,9,0,0,0,0
5,21,-23,3,4,7.72972,27.0433,7.72972,0,28.1263,9,0,0,0,0
6,21,-23,3,4,-7.72972,-27.0433,-7.72972,0,28.1263,9,0,0,0,0
7,21,-42,18,0,-1.86517e-14,3.37508e-14,-1.86517e-14,0,28.1263,9,0,0,0,0
8,21,-41,19,19,1.06581e-14,-4.26326e-14,1.06581e-14,0,28.1263,9,0,0,0,0
9,21,-44,5,5,15.7035,11.5067,15.7035,0,28.1263,9,0,0,0,0
10,21,-44,6,6,-7.03775,-28.3916,-7.03775,0,28.1263,9,0,0,0,0
11,21,-43,8,0,-8.66579,16.8849,-8.66579,0,19.0603,9,0,0,0,0
12,21,-51,10,0,8.98241,-23.1366,8.98241,0,14.5308,9,0,0,0,0
13,21,-51,10,0,-16.203,-4.89864,-16.203,0,14.5308,9,0,0,0,0
14,21,-52,11,11,-8.4829,16.5285,-8.4829,0,14.5308,9,0,0,0,0
15,21,-51,13,0,-19.4257,-3.58432,-19.4257,0,10.3571,9,0,0,0,0
16,21,-51,13,0,2.9436,-0.77067,2.9436,0,10.3571,9,0,0,0,0
17,21,-52,14,14,-8.20389,15.9849,-8.20389,0,10.3571,9,0,0,0,0
18,21,-41,32,0,0,0,0,0,28.1263,9,0,0,0,0
19,21,-42,33,33,1.77636e-15,2.22045e-16,1.77636e-15,0,28.1263,9,0,0,0,0
20,21,-44,9,9,15.331,11.4661,15.331,0,28.1263,9,0,0,0,0
21,21,-44,12,12,1.97978,-23.9002,1.97978,0,14.5308,9,0,0,0,0
22,21,-44,17,17,-8.27164,15.9775,-8.27164,0,10.3571,9,0,0,0,0
23,21,-44,15,15,-20.9215,-3.74743,-20.9215,0,10.3571,9,0,0,0,0
24,21,-44,16,16,1.74805,-0.901033,1.74805,0,10.3571,9,0,0,0,0
25,21,-43,18,0,10.1343,1.10504,10.1343,0,10.232,9,0,0,0,0
26,21,-51,22,0,3.35798,8.6988,3.35798,0,9.40804,9,0,0,0,0
27,21,-51,22,0,-11.5109,7.21746,-11.5109,0,9.40804,9,0,0,0,0
28,21,-52,24,24,1.62931,-0.839827,1.62931,0,9.40804,9,0,0,0,0
29,3,-51,28,0,3.77236,6.09084,3.77236,0.5,8.67697,9,0,0,0,0
30,-3,-51,28,0,-4.61299,-5.38198,-4.61299,0.5,8.67697,9,0,0,0,0
31,21,-52,27,27,-9.04093,5.66878,-9.04093,0,8.67697,9,0,0,0,0
