id,pid,status,mother1,mother2,px,py,pz,m,scale,pol,xProd,yProd,zProd,tau
0,90,-11,0,0,0,0,0,14000,0,9,0,0,0,0
1,2212,-12,0,0,0,0,0,0.93827,0,9,0,0,0,0
2,2212,-12,0,0,0,0,0,0.93827,0,9,0,0,0,0
3,21,-21,7,0,0,0,0,0,30.1401,9,0,0,0,0
4,21,-21,8,8,0,0,0,0,30.1401,9,0,0,0,0
5,21,-23,3,4,5.57441,-29.6202,5.57441,0,30.1401,9,0,0,0,0
6,21,-23,3,4,-5.57441,29.6202,-5.57441,0,30.1401,9,0,0,0,0
7,21,-41,18,18,1.77636e-15,0,1.77636e-15,0,30.1401,9,0,0,0,0
8,21,-42,14,14,-1.77636e-15,0,-1.77636e-15,0,30.1401,9,0,0,0,0
9,21,-44,5,5,-7.61893,-14.5937,-7.61893,0,30.1401,9,0,0,0,0
10,21,-44,6,6,-9.19772,33.7469,-9.19772,0,30.1401,9,0,0,0,0
11,21,-43,7,0,16.8167,-19.1532,16.8167,0,29.805,9,0,0,0,0
12,21,-51,9,0,-5.99619,-25.3001,-5.99619,0,18.9213,9,0,0,0,0
13,21,-51,9,0,-1.62274,10.7064,-1.62274,0,18.9213,9,0,0,0,0
14,21,-53,17,17,-3.55271e-15,-8.88178e-16,-3.55271e-15,0,0,9,0,0,0,0
15,21,-51,10,0,2.59833,20.6496,2.59833,0,8.80235,9,0,0,0,0
16,21,-51,10,0,-11.7961,13.0973,-11.7961,0,8.80235,9,0,0,0,0
17,21,-53,19,0,-6.43051e-15,-1.77636e-15,-6.43051e-15,0,0,9,0,0,0,0
18,21,-42,26,26,-4.61853e-14,3.64292e-16,-4.61853e-14,0,30.1401,9,0,0,0,0
19,21,-41,27,0,4.55191e-14,-3.62557e-16,4.55191e-14,0,0,9,0,0,0,0
20,21,-44,12,12,-5.5075,-25.304,-5.5075,0,18.9213,9,0,0,0,0
21,21,-44,15,15,3.76331,20.6404,3.76331,0,8.80235,9,0,0,0,0
22,21,-44,11,11,17.0763,-19.1552,17.0763,0,29.805,9,0,0,0,0
23,21,-44,13,13,-1.55262,10.7059,-1.55262,0,18.9213,9,0,0,0,0
24,21,-44,16,16,-11.1313,13.0921,-11.1313,0,8.80235,9,0,0,0,0
25,21,-43,19,0,-2.64819,0.0208995,-2.64819,0,6.74575,9,0,0,0,0
26,21,-42,69,69,-4.71845e-15,-3.15303e-14,-4.71845e-15,0,30.1401,9,0,0,0,0
27,21,-41,41,41,4.88498e-15,3.10862e-14,4.88498e-15,0,0,9,0,0,0,0
28,21,-44,20,20,-5.32634,-24.0908,-5.32634,0,18.9213,9,0,0,0,0
29,21,-44,21,21,4.19517,23.5326,4.19517,0,8.80235,9,0,0,0,0
30,21,-44,22,22,17.1725,-18.5107,17.1725,0,29.805,9,0,0,0,0
