id,pid,status,mother1,mother2,px,py,pz,m,scale,pol,xProd,yProd,zProd,tau
0,90,-11,0,0,0,0,0,14000,0,9,0,0,0,0
1,2212,-12,0,0,0,0,0,0.93827,0,9,0,0,0,0
2,2212,-12,0,0,0,0,0,0.93827,0,9,0,0,0,0
3,21,-21,7,0,0,0,0,0,23.5216,9,0,0,0,0
4,21,-21,8,8,0,0,0,0,23.5216,9,0,0,0,0
5,21,-23,3,4,-10.8208,20.8849,-10.8208,0,23.5216,9,0,0,0,0
6,21,-23,3,4,10.8208,-20.8849,10.8208,0,23.5216,9,0,0,0,0
7,2,-41,15,15,-4.44089e-16,1.06581e-14,-4.44089e-16,0,23.5216,9,0,0,0,0
8,21,-42,16,0,5.55112e-16,-8.88178e-15,5.55112e-16,0,23.5216,9,0,0,0,0
9,21,-44,5,5,-10.8053,20.7123,-10.8053,0,23.5216,9,0,0,0,0
10,21,-44,6,6,12.2414,-36.7194,12.2414,0,23.5216,9,0,0,0,0
11,2,-43,7,0,-1.43616,16.0071,-1.43616,0.33,16.0898,9,0,0,0,0
12,21,-51,10,0,8.15862,-42.5073,8.15862,0,10.2723,9,0,0,0,0
13,21,-51,10,0,3.79115,6.34701,3.79115,0,10.2723,9,0,0,0,0
14,21,-52,9,9,-10.5136,20.1532,-10.5136,0,10.2723,9,0,0,0,0
15,2,-42,93,93,5.9508e-14,-1.20792e-13,5.9508e-14,0,23.5216,9,0,0,0,0
16,21,-41,51,51,-6.39488e-14,1.24345e-13,-6.39488e-14,0,23.5216,9,0,0,0,0
17,21,-44,14,14,-7.49536,14.0471,-7.49536,0,10.2723,9,0,0,0,0
18,21,-44,12,12,8.28262,-42.7581,8.28262,0,10.2723,9,0,0,0,0
19,2,-44,11,11,-1.43089,15.9964,-1.43089,0.33,16.0898,9,0,0,0,0
20,21,-44,13,13,3.84368,6.24073,3.84368,0,10.2723,9,0,0,0,0
21,21,-43,16,0,-3.20006,6.47385,-3.20006,0,7.22177,9,0,0,0,0
22,21,-31,30,0,0,0,0,0,6.89221,9,0,0,0,0
23,21,-31,31,31,0,0,0,0,6.89221,9,0,0,0,0
24,21,-33,22,23,-1.89954,6.62528,-1.89954,0,6.89221,9,0,0,0,0
25,21,-33,22,23,1.89954,-6.62528,1.89954,0,6.89221,9,0,0,0,0
26,21,-31,38,0,0,0,0,0,4.68602,9,0,0,0,0
27,1,-31,39,39,0,0,0,0,4.68602,9,0,0,0,0
28,21,-33,26,27,-4.37975,1.66255,-4.37975,0,4.68602,9,0,0,0,0
29,1,-33,26,27,4.37975,-1.66255,4.37975,0.33,4.68602,9,0,0,0,0
30,21,-41,94,0,-5.32907e-15,3.55271e-15,-5.32907e-15,0,6.89221,9,0,0,0,0
31,21,-42,95,95,1.55431e-15,-2.44249e-15,1.55431e-15,0,6.89221,9,0,0,0,0
