id,pid,status,mother1,mother2,px,py,pz,m,scale,pol,xProd,yProd,zProd,tau
0,90,-11,0,0,0,0,0,14000,0,9,0,0,0,0
1,2212,-12,0,0,0,0,0,0.93827,0,9,0,0,0,0
2,2212,-12,0,0,0,0,0,0.93827,0,9,0,0,0,0
3,21,-21,7,0,0,0,0,0,20.3934,9,0,0,0,0
4,-4,-21,8,8,0,0,0,0,20.3934,9,0,0,0,0
5,21,-23,3,4,-12.5254,16.0829,-12.5254,0,20.3934,9,0,0,0,0
6,-4,-23,3,4,12.5254,-16.0829,12.5254,1.5,20.3934,9,0,0,0,0
7,1,-41,12,12,1.42109e-14,0,1.42109e-14,0,20.3934,9,0,0,0,0
8,-4,-42,13,0,-2.57572e-14,3.77476e-15,-2.57572e-14,0,20.3934,9,0,0,0,0
9,21,-44,5,5,0.48716,13.9276,0.48716,0,20.3934,9,0,0,0,0
10,-4,-44,6,6,13.7181,-16.2805,13.7181,1.5,20.3934,9,0,0,0,0
11,1,-43,7,0,-14.2053,2.35288,-14.2053,0.33,14.4333,9,0,0,0,0
12,1,-42,18,18,-1.59872e-14,1.68754e-14,-1.59872e-14,0,20.3934,9,0,0,0,0
13,21,-41,19,0,7.10543e-15,-3.55271e-15,7.10543e-15,0,20.3934,9,0,0,0,0
14,21,-44,9,9,0.838176,13.5477,0.838176,0,20.3934,9,0,0,0,0
15,-4,-44,10,10,22.6994,-26.0008,22.6994,1.5,20.3934,9,0,0,0,0
16,1,-44,11,11,-14.1654,2.30974,-14.1654,0.33,14.4333,9,0,0,0,0
17,4,-43,13,0,-9.37222,10.1434,-9.37222,1.5,13.8357,9,0,0,0,0
18,1,-42,31,31,-2.95319e-14,4.26326e-14,-2.95319e-14,0,20.3934,9,0,0,0,0
19,21,-41,32,0,2.75335e-14,-4.26326e-14,2.75335e-14,0,20.3934,9,0,0,0,0
20,21,-44,14,14,0.867509,13.5051,0.867509,0,20.3934,9,0,0,0,0
21,-4,-44,15,15,23.45,-27.0914,23.45,1.5,20.3934,9,0,0,0,0
22,1,-44,16,16,-14.1621,2.30489,-14.1621,0.33,14.4333,9,0,0,0,0
23,4,-44,17,17,-6.44068,5.88376,-6.44068,1.5,13.8357,9,0,0,0,0
24,21,-43,19,0,-3.71474,5.39765,-3.71474,0,6.55269,9,0,0,0,0
25,-4,-51,21,0,27.4494,-24.4295,27.4494,1.5,5.96031,9,0,0,0,0
26,21,-51,21,0,-4.1893,-2.63096,-4.1893,0,5.96031,9,0,0,0,0
27,1,-52,22,22,-13.9722,2.274,-13.9722,0.33,5.96031,9,0,0,0,0
28,21,-51,26,0,-6.27091,0.655874,-6.27091,0,5.06191,9,0,0,0,0
29,21,-51,26,0,0.807326,-3.07941,0.807326,0,5.06191,9,0,0,0,0
30,1,-52,27,27,-12.6979,2.06657,-12.6979,0.33,5.06191,9,0,0,0,0
