id,pid,status,mother1,mother2,px,py,pz,m,scale,pol,xProd,yProd,zProd,tau
31,21,-31,251,0,0,0,0,0,4.98062,9,0,0,0,0
32,21,-31,252,252,0,0,0,0,4.98062,9,0,0,0,0
33,21,-33,31,32,-0.942684,-4.89059,-0.942684,0,4.98062,9,0,0,0,0
34,21,-33,31,32,0.942684,4.89059,0.942684,0,4.98062,9,0,0,0,0
35,21,-31,68,0,0,0,0,0,4.46015,9,0,0,0,0
36,21,-31,69,69,0,0,0,0,4.46015,9,0,0,0,0
37,21,-33,35,36,-4.26502,1.30481,-4.26502,0,4.46015,9,0,0,0,0
38,21,-33,35,36,4.26502,-1.30481,4.26502,0,4.46015,9,0,0,0,0
39,4,-31,43,43,0,0,0,0,3.99615,9,0,0,0,0
40,21,-31,44,0,0,0,0,0,3.99615,9,0,0,0,0
41,4,-33,39,40,-1.82972,3.55189,-1.82972,1.5,3.99615,9,0,0,0,0
42,21,-33,39,40,1.82972,-3.55189,1.82972,0,3.99615,9,0,0,0,0
43,4,-42,90,0,-2.4647e-14,7.9492e-14,-2.4647e-14,0,3.99615,9,0,0,0,0
44,21,-41,91,91,2.66454e-14,-7.81597e-14,2.66454e-14,0,3.99615,9,0,0,0,0
45,4,-44,41,41,-1.83124,3.55692,-1.83124,1.5,3.99615,9,0,0,0,0
46,21,-44,42,42,0.714896,0.131806,0.714896,0,3.99615,9,0,0,0,0
47,21,-43,44,0,1.11634,-3.68873,1.11634,0,3.85408,9,0,0,0,0
48,-1,-51,21,0,23.8275,3.46445,23.8275,0.33,3.79988,9,0,0,0,0
49,21,-51,21,0,1.72932,-3.79148,1.72932,0,3.79988,9,0,0,0,0
50,21,-53,197,197,1.65316e-13,-2.13163e-14,1.65316e-13,0,0,9,0,0,0,0
51,21,-31,96,96,0,0,0,0,3.71004,9,0,0,0,0
52,21,-31,97,0,0,0,0,0,3.71004,9,0,0,0,0
53,21,-33,51,52,-2.29674,-2.91366,-2.29674,0,3.71004,9,0,0,0,0
54,21,-33,51,52,2.29674,2.91366,2.29674,0,3.71004,9,0,0,0,0
55,1,-31,145,0,0,0,0,0,3.62194,9,0,0,0,0
56,21,-31,146,146,0,0,0,0,3.62194,9,0,0,0,0
57,1,-33,55,56,-0.168294,3.61718,-0.168294,0.33,3.62194,9,0,0,0,0
58,21,-33,55,56,0.168294,-3.61718,0.168294,0,3.62194,9,0,0,0,0
59,21,-31,63,0,0,0,0,0,3.5355,9,0,0,0,0
60,21,-31,64,64,0,0,0,0,3.5355,9,0,0,0,0
61,21,-33,59,60,-1.61835,3.14336,-1.61835,0,3.5355,9,0,0,0,0
62,21,-33,59,60,1.61835,-3.14336,1.61835,0,3.5355,9,0,0,0,0
63,21,-41,121,121,-2.13163e-14,-1.42109e-14,-2.13163e-14,0,3.5355,9,0,0,0,0
64,21,-42,122,0,-5.81757e-14,9.08162e-14,-5.81757e-14,0,3.5355,9,0,0,0,0
65,21,-44,61,61,-1.11028,2.35016,-1.11028,0,3.5355,9,0,0,0,0
66,21,-44,62,62,2.90679,-5.15485,2.90679,0,3.5355,9,0,0,0,0
67,21,-43,63,0,-1.79651,2.80469,-1.79651,0,3.33418,9,0,0,0,0
68,21,-41,73,73,-2.22045e-16,6.93889e-18,-2.22045e-16,0,4.46015,9,0,0,0,0
69,21,-42,74,0,1.11022e-16,0,1.11022e-16,0,4.46015,9,0,0,0,0
70,21,-44,37,37,-4.63709,1.29428,-4.63709,0,4.46015,9,0,0,0,0
71,21,-44,38,38,3.2354,-1.33394,3.2354,0,4.46015,9,0,0,0,0
72,21,-43,68,0,1.40169,0.039663,1.40169,0,3.31596,9,0,0,0,0
73,21,-42,458,0,7.32747e-15,3.44169e-15,7.32747e-15,0,4.46015,9,0,0,0,0
74,21,-41,459,459,-5.77316e-15,-3.33067e-15,-5.77316e-15,0,4.46015,9,0,0,0,0
75,21,-44,70,70,-6.32566,0.489069,-6.32566,0,4.46015,9,0,0,0,0
76,21,-44,71,71,2.91297,-1.48769,2.91297,0,4.46015,9,0,0,0,0
77,21,-44,72,72,0.736895,-0.277347,0.736895,0,3.31596,9,0,0,0,0
78,21,-43,74,0,2.67579,1.27597,2.67579,0,3.16399,9,0,0,0,0
79,21,-31,384,384,0,0,0,0,3.16324,9,0,0,0,0
80,21,-31,385,0,0,0,0,0,3.16324,9,0,0,0,0
81,21,-33,79,80,2.67337,1.69091,2.67337,0,3.16324,9,0,0,0,0
82,21,-33,79,80,-2.67337,-1.69091,-2.67337,0,3.16324,9,0,0,0,0
83,21,-51,22,0,-30.3189,9.14215,-30.3189,0,3.0906,9,0,0,0,0
84,21,-51,22,0,-4.60035,-2.21128,-4.60035,0,3.0906,9,0,0,0,0
85,-1,-53,196,0,-3.73035e-14,2.26485e-14,-3.73035e-14,0,0,9,0,0,0,0
86,21,-31,107,0,0,0,0,0,2.81716,9,0,0,0,0
87,21,-31,108,108,0,0,0,0,2.81716,9,0,0,0,0
88,21,-33,86,87,2.11715,1.85851,2.11715,0,2.81716,9,0,0,0,0
89,21,-33,86,87,-2.11715,-1.85851,-2.11715,0,2.81716,9,0,0,0,0
90,4,-41,161,0,2.22045e-16,1.11022e-16,2.22045e-16,0,3.99615,9,0,0,0,0
91,21,-42,162,162,2.22045e-16,-1.66533e-16,2.22045e-16,0,3.99615,9,0,0,0,0
92,4,-44,45,45,-4.39051,4.47542,-4.39051,1.5,3.99615,9,0,0,0,0
93,21,-44,46,46,0.714795,0.131843,0.714795,0,3.99615,9,0,0,0,0
94,21,-44,47,47,1.11618,-3.68867,1.11618,0,3.85408,9,0,0,0,0
95,21,-43,90,0,2.55953,-0.918593,2.55953,0,2.74594,9,0,0,0,0
96,21,-42,101,101,-7.77156e-15,-6.43929e-15,-7.77156e-15,0,3.71004,9,0,0,0,0
97,21,-41,102,0,3.55271e-15,1.77636e-15,3.55271e-15,0,3.71004,9,0,0,0,0
98,21,-44,53,53,-1.29251,-2.04922,-1.29251,0,3.71004,9,0,0,0,0
99,21,-44,54,54,3.22495,3.71265,3.22495,0,3.71004,9,0,0,0,0
100,21,-43,97,0,-1.93244,-1.66343,-1.93244,0,2.56737,9,0,0,0,0
101,21,-42,228,228,2.22045e-14,1.59872e-14,2.22045e-14,0,3.71004,9,0,0,0,0
102,-4,-41,229,0,-2.13163e-14,-3.55271e-15,-2.13163e-14,0,3.71004,9,0,0,0,0
103,21,-44,98,98,-1.40527,-2.13283,-1.40527,0,3.71004,9,0,0,0,0
104,21,-44,99,99,3.12072,3.63537,3.12072,0,3.71004,9,0,0,0,0
105,21,-44,100,100,-3.75753,-3.01666,-3.75753,0,2.56737,9,0,0,0,0
106,-4,-43,102,0,2.04207,1.51411,2.04207,1.5,2.56594,9,0,0,0,0
107,21,-41,519,519,2.22045e-16,5.55112e-17,2.22045e-16,0,2.81716,9,0,0,0,0
108,21,-42,520,0,2.22045e-16,1.11022e-16,2.22045e-16,0,2.81716,9,0,0,0,0
109,21,-44,88,88,2.12076,1.85955,2.12076,0,2.81716,9,0,0,0,0
110,21,-44,89,89,0.274198,-1.16896,0.274198,0,2.81716,9,0,0,0,0
111,21,-43,107,0,-2.39496,-0.690585,-2.39496,0,2.53689,9,0,0,0,0
112,21,-51,67,0,0.71634,2.99646,0.71634,0,2.53516,9,0,0,0,0
113,21,-51,67,0,-2.48855,-0.234865,-2.48855,0,2.53516,9,0,0,0,0
114,21,-52,66,66,2.88249,-5.11175,2.88249,0,2.53516,9,0,0,0,0
115,2,-42,353,353,2.35922e-16,-2.44249e-15,2.35922e-16,0,8.19565,9,0,0,0,0
116,21,-41,622,622,-2.77556e-16,1.77636e-15,-2.77556e-16,0,8.19565,9,0,0,0,0
117,2,-44,28,28,-6.79465,4.6231,-6.79465,0.33,8.19565,9,0,0,0,0
118,21,-44,29,29,4.3816,-4.43598,4.3816,0,8.19565,9,0,0,0,0
119,21,-44,30,30,2.62534,-2.67843,2.62534,0,5.10662,9,0,0,0,0
120,21,-43,116,0,-0.212279,2.49131,-0.212279,0,2.50342,9,0,0,0,0
121,21,-42,530,530,-1.31839e-15,-1.26565e-14,-1.31839e-15,0,3.5355,9,0,0,0,0
122,21,-41,448,448,1.38778e-15,1.26565e-14,1.38778e-15,0,3.5355,9,0,0,0,0
123,21,-44,65,65,-1.19035,1.57947,-1.19035,0,3.5355,9,0,0,0,0
124,21,-44,114,114,2.72017,-6.67399,2.72017,0,2.53516,9,0,0,0,0
125,21,-44,112,112,0.714868,2.98229,0.714868,0,2.53516,9,0,0,0,0
126,21,-44,113,113,-2.48894,-0.238683,-2.48894,0,2.53516,9,0,0,0,0
127,21,-43,122,0,0.244259,2.3509,0.244259,0,2.42341,9,0,0,0,0
128,2,-31,178,178,0,0,0,0,2.41477,9,0,0,0,0
129,21,-31,179,0,0,0,0,0,2.41477,9,0,0,0,0
130,2,-33,128,129,-2.40344,-0.104263,-2.40344,0.33,2.41477,9,0,0,0,0
131,21,-33,128,129,2.40344,0.104263,2.40344,0,2.41477,9,0,0,0,0
132,21,-31,136,0,0,0,0,0,2.41437,9,0,0,0,0
133,21,-31,137,137,0,0,0,0,2.41437,9,0,0,0,0
134,21,-33,132,133,-1.90901,1.47814,-1.90901,0,2.41437,9,0,0,0,0
135,21,-33,132,133,1.90901,-1.47814,1.90901,0,2.41437,9,0,0,0,0
136,21,-41,155,0,-3.55271e-15,-3.55271e-15,-3.55271e-15,0,2.41437,9,0,0,0,0
137,21,-42,156,156,1.33227e-15,-2.66454e-15,1.33227e-15,0,2.41437,9,0,0,0,0
138,21,-44,134,134,-0.856993,-0.400096,-0.856993,0,2.41437,9,0,0,0,0
139,21,-44,135,135,2.00181,-1.64382,2.00181,0,2.41437,9,0,0,0,0
140,21,-43,136,0,-1.14481,2.04392,-1.14481,0,2.34717,9,0,0,0,0
141,21,-31,150,150,0,0,0,0,2.26459,9,0,0,0,0
142,21,-31,151,0,0,0,0,0,2.26459,9,0,0,0,0
143,21,-33,141,142,-2.24681,0.283189,-2.24681,0,2.26459,9,0,0,0,0
144,21,-33,141,142,2.24681,-0.283189,2.24681,0,2.26459,9,0,0,0,0
145,1,-41,356,356,0,-2.77556e-17,0,0,3.62194,9,0,0,0,0
146,21,-42,302,302,6.66134e-16,-2.77556e-17,6.66134e-16,0,3.62194,9,0,0,0,0
147,1,-44,57,57,-2.29101,3.87241,-2.29101,0.33,3.62194,9,0,0,0,0
148,21,-44,58,58,0.104849,-3.60955,0.104849,0,3.62194,9,0,0,0,0
149,21,-43,145,0,2.18617,-0.262853,2.18617,0,2.25926,9,0,0,0,0
150,21,-42,186,0,6.21725e-15,-2.498e-15,6.21725e-15,0,2.26459,9,0,0,0,0
151,21,-41,187,187,-3.55271e-15,4.44089e-16,-3.55271e-15,0,2.26459,9,0,0,0,0
152,21,-44,143,143,-3.97161,0.915689,-3.97161,0,2.26459,9,0,0,0,0
153,21,-44,144,144,1.88577,-0.150791,1.88577,0,2.26459,9,0,0,0,0
154,21,-43,151,0,2.08585,-0.764898,2.08585,0,2.24299,9,0,0,0,0
155,21,-41,241,241,1.77636e-15,-1.11022e-16,1.77636e-15,0,2.41437,9,0,0,0,0
156,21,-42,242,0,-3.33067e-15,4.16334e-16,-3.33067e-15,0,2.41437,9,0,0,0,0
157,21,-44,138,138,-0.750938,-0.413301,-0.750938,0,2.41437,9,0,0,0,0
158,21,-44,139,139,2.01116,-1.64499,2.01116,0,2.41437,9,0,0,0,0
159,21,-44,140,140,0.931461,1.7854,0.931461,0,2.34717,9,0,0,0,0
160,21,-43,155,0,-2.19168,0.272884,-2.19168,0,2.21014,9,0,0,0,0
161,21,-41,383,383,-4.44089e-16,-2.22045e-16,-4.44089e-16,0,3.99615,9,0,0,0,0
162,21,-42,280,280,1.11022e-15,3.33067e-16,1.11022e-15,0,3.99615,9,0,0,0,0
163,4,-44,92,92,-6.22217,3.78891,-6.22217,1.5,3.99615,9,0,0,0,0
164,21,-44,93,93,0.714722,0.131816,0.714722,0,3.99615,9,0,0,0,0
165,21,-44,94,94,1.11607,-3.68872,1.11607,0,3.85408,9,0,0,0,0
166,21,-44,95,95,2.48739,-0.945631,2.48739,0,2.74594,9,0,0,0,0
167,-4,-43,161,0,1.90399,0.713622,1.90399,1.5,2.18826,9,0,0,0,0
168,21,-51,154,0,-0.455399,-0.418545,-0.455399,0,2.16269,9,0,0,0,0
169,21,-51,154,0,2.83903,-0.370164,2.83903,0,2.16269,9,0,0,0,0
170,21,-52,153,153,1.58799,-0.12698,1.58799,0,2.16269,9,0,0,0,0
171,21,-51,120,0,-0.0398657,3.20767,-0.0398657,0,1.93692,9,0,0,0,0
172,21,-51,120,0,-0.344684,-0.599148,-0.344684,0,1.93692,9,0,0,0,0
173,2,-52,117,117,-6.62238,4.50589,-6.62238,0.33,1.93692,9,0,0,0,0
174,21,-31,429,429,0,0,0,0,1.90662,9,0,0,0,0
175,21,-31,430,0,0,0,0,0,1.90662,9,0,0,0,0
176,21,-33,174,175,1.86951,0.37433,1.86951,0,1.90662,9,0,0,0,0
177,21,-33,174,175,-1.86951,-0.37433,-1.86951,0,1.90662,9,0,0,0,0
178,2,-42,260,260,-1.04361e-14,1.58762e-14,-1.04361e-14,0,2.41477,9,0,0,0,0
179,21,-41,261,0,1.59872e-14,-2.13163e-14,1.59872e-14,0,2.41477,9,0,0,0,0
180,2,-44,130,130,-2.11001,-0.543735,-2.11001,0.33,2.41477,9,0,0,0,0
181,21,-44,131,131,3.15234,-1.01738,3.15234,0,2.41477,9,0,0,0,0
182,21,-43,179,0,-1.04233,1.56111,-1.04233,0,1.88052,9,0,0,0,0
183,21,-51,124,0,3.58474,-3.90169,3.58474,0,1.87706,9,0,0,0,0
184,21,-51,124,0,-0.88174,-2.77394,-0.88174,0,1.87706,9,0,0,0,0
185,21,-52,126,126,-2.47177,-0.237037,-2.47177,0,1.87706,9,0,0,0,0
186,21,-41,395,0,2.22045e-16,4.44089e-16,2.22045e-16,0,2.26459,9,0,0,0,0
187,21,-42,195,195,-3.33067e-16,-1.11022e-16,-3.33067e-16,0,2.26459,9,0,0,0,0
188,21,-44,152,152,-4.62637,0.301202,-4.62637,0,2.26459,9,0,0,0,0
189,21,-44,170,170,1.02052,-0.659537,1.02052,0,2.16269,9,0,0,0,0
190,21,-44,168,168,-0.457909,-0.4209,-0.457909,0,2.16269,9,0,0,0,0
191,21,-44,169,169,2.7123,-0.489092,2.7123,0,2.16269,9,0,0,0,0
192,21,-43,186,0,1.35146,1.26833,1.35146,0,1.87659,9,0,0,0,0
193,21,-51,188,0,-5.22126,1.13534,-5.22126,0,1.87658,9,0,0,0,0
194,21,-51,188,0,0.594886,-0.834139,0.594886,0,1.87658,9,0,0,0,0
195,21,-53,396,396,2.87954e-15,-2.22045e-16,2.87954e-15,0,0,9,0,0,0,0
196,-1,-41,324,0,-2.77556e-17,0,-2.77556e-17,0,0,9,0,0,0,0
197,21,-42,299,299,-2.77556e-17,-2.22045e-16,-2.77556e-17,0,0,9,0,0,0,0
198,-1,-44,48,48,23.4981,1.96782,23.4981,0.33,3.79988,9,0,0,0,0
199,21,-44,83,83,-30.3215,9.13037,-30.3215,0,3.0906,9,0,0,0,0
200,21,-44,23,23,8.2488,-3.67751,8.2488,0,5.62189,9,0,0,0,0
201,21,-44,24,24,-3.48695,-0.180968,-3.48695,0,5.62189,9,0,0,0,0
202,21,-44,25,25,4.59631,-2.76461,4.59631,0,5.36775,9,0,0,0,0
203,21,-44,49,49,1.69925,-3.92807,1.69925,0,3.79988,9,0,0,0,0
204,21,-44,84,84,-4.60092,-2.21389,-4.60092,0,3.0906,9,0,0,0,0
205,21,-43,196,0,0.366871,1.66687,0.366871,0,1.86177,9,0,0,0,0
206,21,-51,76,0,2.07865,-2.20017,2.07865,0,1.84779,9,0,0,0,0
207,21,-51,76,0,-0.0840636,0.783482,-0.0840636,0,1.84779,9,0,0,0,0
208,21,-52,75,75,-5.40727,0.418063,-5.40727,0,1.84779,9,0,0,0,0
209,21,-51,166,0,2.68077,-1.88516,2.68077,0,1.82307,9,0,0,0,0
210,21,-51,166,0,-0.139285,0.949508,-0.139285,0,1.82307,9,0,0,0,0
211,21,-52,164,164,0.660628,0.121839,0.660628,0,1.82307,9,0,0,0,0
212,21,-51,203,0,3.69603,-4.58489,3.69603,0,1.7909,9,0,0,0,0
213,21,-51,203,0,0.679908,0.88155,0.679908,0,1.7909,9,0,0,0,0
214,-1,-52,198,198,20.8215,1.74309,20.8215,0.33,1.7909,9,0,0,0,0
215,21,-51,201,0,-1.213,-0.73191,-1.213,0,1.73895,9,0,0,0,0
216,21,-51,201,0,-1.88701,0.378434,-1.88701,0,1.73895,9,0,0,0,0
217,21,-52,200,200,7.86186,-3.505,7.86186,0,1.73895,9,0,0,0,0
218,21,-51,217,0,8.58371,-4.19505,8.58371,0,1.7187,9,0,0,0,0
219,21,-51,217,0,-0.445526,0.523845,-0.445526,0,1.7187,9,0,0,0,0
220,21,-52,202,202,4.31999,-2.59841,4.31999,0,1.7187,9,0,0,0,0
221,21,-51,172,0,-0.439459,1.97828,-0.439459,0,1.71855,9,0,0,0,0
222,21,-51,172,0,-3.59013,-0.0625057,-3.59013,0,1.71855,9,0,0,0,0
223,2,-52,173,173,-2.93748,1.99097,-2.93748,0.33,1.71855,9,0,0,0,0
224,21,-31,978,978,0,0,0,0,1.71502,9,0,0,0,0
225,1,-31,979,979,0,0,0,0,1.71502,9,0,0,0,0
226,21,-33,224,225,-0.0922248,-1.71235,-0.0922248,0,1.71502,9,0,0,0,0
227,1,-33,224,225,0.0922248,1.71235,0.0922248,0.33,1.71502,9,0,0,0,0
228,21,-42,287,0,-2.52298e-14,-3.39173e-14,-2.52298e-14,0,3.71004,9,0,0,0,0
229,21,-41,288,288,2.5091e-14,3.38618e-14,2.5091e-14,0,3.71004,9,0,0,0,0
230,21,-44,103,103,-1.40386,-2.13094,-1.40386,0,3.71004,9,0,0,0,0
231,21,-44,104,104,3.12202,3.63712,3.12202,0,3.71004,9,0,0,0,0
232,21,-44,105,105,-3.73481,-2.98607,-3.73481,0,2.56737,9,0,0,0,0
233,-4,-44,106,106,2.50466,2.13686,2.50466,1.5,2.56594,9,0,0,0,0
234,4,-43,229,0,-0.488008,-0.656973,-0.488008,1.5,1.70943,9,0,0,0,0
235,21,-51,171,0,1.25223,2.07817,1.25223,0,1.66443,9,0,0,0,0
236,21,-51,171,0,-1.30248,1.17622,-1.30248,0,1.66443,9,0,0,0,0
237,21,-52,221,221,-0.429079,1.93155,-0.429079,0,1.66443,9,0,0,0,0
238,21,-51,231,0,3.44438,1.67466,3.44438,0,1.61497,9,0,0,0,0
239,21,-51,231,0,-0.449879,1.86051,-0.449879,0,1.61497,9,0,0,0,0
240,21,-52,232,232,-3.60729,-2.88411,-3.60729,0,1.61497,9,0,0,0,0
241,21,-42,706,706,-1.47105e-14,-6.57807e-15,-1.47105e-14,0,2.41437,9,0,0,0,0
242,21,-41,943,943,1.48215e-14,6.66134e-15,1.48215e-14,0,2.41437,9,0,0,0,0
243,21,-44,157,157,-0.741833,-0.409227,-0.741833,0,2.41437,9,0,0,0,0
244,21,-44,158,158,2.95944,-1.22064,2.95944,0,2.41437,9,0,0,0,0
245,21,-44,159,159,0.934027,1.78655,0.934027,0,2.34717,9,0,0,0,0
246,21,-44,160,160,-2.19069,0.273329,-2.19069,0,2.21014,9,0,0,0,0
247,21,-43,242,0,-0.960947,-0.430017,-0.960947,0,1.60366,9,0,0,0,0
248,2,-51,180,0,-3.26389,-0.659382,-3.26389,0.33,1.58913,9,0,0,0,0
249,21,-51,180,0,1.10353,0.191045,1.10353,0,1.58913,9,0,0,0,0
250,21,-52,182,182,-0.991989,1.48571,-0.991989,0,1.58913,9,0,0,0,0
251,21,-41,826,826,2.22045e-16,0,2.22045e-16,0,4.98062,9,0,0,0,0
252,21,-42,827,827,1.11022e-16,-1.11022e-16,1.11022e-16,0,4.98062,9,0,0,0,0
253,21,-44,33,33,-0.575456,-5.43242,-0.575456,0,4.98062,9,0,0,0,0
254,21,-44,34,34,1.42244,4.18274,1.42244,0,4.98062,9,0,0,0,0
255,21,-43,251,0,-0.846987,1.24968,-0.846987,0,1.52179,9,0,0,0,0
256,21,-31,315,0,0,0,0,0,1.48524,9,0,0,0,0
257,2,-31,316,316,0,0,0,0,1.48524,9,0,0,0,0
258,21,-33,256,257,-0.507617,-1.39219,-0.507617,0,1.48524,9,0,0,0,0
259,2,-33,256,257,0.507617,1.39219,0.507617,0.33,1.48524,9,0,0,0,0
260,2,-42,270,0,-7.66054e-15,1.85962e-15,-7.66054e-15,0,2.41477,9,0,0,0,0
261,21,-41,271,271,7.32747e-15,-1.77636e-15,7.32747e-15,0,2.41477,9,0,0,0,0
262,2,-44,248,248,-3.23235,-0.667156,-3.23235,0.33,1.58913,9,0,0,0,0
263,21,-44,181,181,3.18489,-1.0254,3.18489,0,2.41477,9,0,0,0,0
264,21,-44,250,250,0.328991,1.16013,0.328991,0,1.58913,9,0,0,0,0
265,21,-44,249,249,1.15178,0.179153,1.15178,0,1.58913,9,0,0,0,0
266,21,-43,261,0,-1.43331,0.353276,-1.43331,0,1.47813,9,0,0,0,0
267,2,-51,259,0,0.256453,2.20851,0.256453,0.33,1.46726,9,0,0,0,0
268,21,-51,259,0,0.146124,-1.10441,0.146124,0,1.46726,9,0,0,0,0
269,21,-52,258,258,-0.402577,-1.10411,-0.402577,0,1.46726,9,0,0,0,0
270,2,-41,534,534,1.11022e-16,-1.11022e-16,1.11022e-16,0,2.41477,9,0,0,0,0
271,21,-42,535,0,0,1.11022e-16,0,0,2.41477,9,0,0,0,0
272,2,-44,262,262,-2.95232,-0.0681837,-2.95232,0.33,1.58913,9,0,0,0,0
273,21,-44,263,263,3.46103,-0.434749,3.46103,0,2.41477,9,0,0,0,0
274,21,-44,264,264,0.329875,1.16202,0.329875,0,1.58913,9,0,0,0,0
275,21,-44,265,265,1.17439,0.227506,1.17439,0,1.58913,9,0,0,0,0
276,21,-44,266,266,-1.43243,0.355158,-1.43243,0,1.47813,9,0,0,0,0
277,21,-43,270,0,-0.580532,-1.24175,-0.580532,0,1.38518,9,0,0,0,0
278,4,-51,163,0,-5.12646,4.65301,-5.12646,1.5,1.35523,9,0,0,0,0
279,21,-51,163,0,-1.09571,-0.864105,-1.09571,0,1.35523,9,0,0,0,0
280,21,-53,501,501,2.92073e-13,6.66134e-16,2.92073e-13,0,0,9,0,0,0,0
281,21,-51,240,0,-0.844082,-2.11413,-0.844082,0,1.33185,9,0,0,0,0
282,21,-51,240,0,-2.71894,-0.732245,-2.71894,0,1.33185,9,0,0,0,0
283,-4,-52,233,233,2.46038,2.09912,2.46038,1.5,1.33185,9,0,0,0,0
284,21,-51,199,0,-23.1435,8.04312,-23.1435,0,1.32209,9,0,0,0,0
285,21,-51,199,0,-7.28776,1.02105,-7.28776,0,1.32209,9,0,0,0,0
286,21,-52,215,215,-1.10328,-0.665706,-1.10328,0,1.32209,9,0,0,0,0
287,21,-41,862,862,4.44089e-16,0,4.44089e-16,0,3.71004,9,0,0,0,0
288,21,-42,863,863,4.44089e-16,2.77556e-16,4.44089e-16,0,3.71004,9,0,0,0,0
289,21,-44,230,230,-1.16889,-2.01832,-1.16889,0,3.71004,9,0,0,0,0
290,21,-44,238,238,4.16502,2.02003,4.16502,0,1.61497,9,0,0,0,0
291,21,-44,281,281,-0.829948,-2.10735,-0.829948,0,1.33185,9,0,0,0,0
292,-4,-44,283,283,2.4618,2.0998,2.4618,1.5,1.33185,9,0,0,0,0
293,4,-44,234,234,-0.487499,-0.656729,-0.487499,1.5,1.70943,9,0,0,0,0
294,21,-44,239,239,-0.271805,1.94585,-0.271805,0,1.61497,9,0,0,0,0
295,21,-44,282,282,-2.68382,-0.715414,-2.68382,0,1.33185,9,0,0,0,0
296,21,-43,287,0,-1.18486,-0.567852,-1.18486,0,1.31393,9,0,0,0,0
297,21,-51,220,0,2.7529,-0.226127,2.7529,0,1.29016,9,0,0,0,0
298,21,-51,220,0,1.56708,-2.37228,1.56708,0,1.29016,9,0,0,0,0
299,21,-53,325,325,3.17789e-13,-4.44089e-16,3.17789e-13,0,0,9,0,0,0,0
300,3,-51,148,0,-0.732085,-3.03506,-0.732085,0.5,1.28835,9,0,0,0,0
301,-3,-51,148,0,0.836933,-0.574495,0.836933,0.5,1.28835,9,0,0,0,0
302,21,-53,475,475,3.96546e-15,-5.55112e-17,3.96546e-15,0,0,9,0,0,0,0
303,21,-51,296,0,0.099391,-1.40214,0.099391,0,1.28456,9,0,0,0,0
304,21,-51,296,0,-1.40492,0.625917,-1.40492,0,1.28456,9,0,0,0,0
305,21,-52,289,289,-1.04822,-1.80996,-1.04822,0,1.28456,9,0,0,0,0
306,21,-51,218,0,6.01072,-1.79691,6.01072,0,1.2595,9,0,0,0,0
307,21,-51,218,0,2.41458,-2.36637,2.41458,0,1.2595,9,0,0,0,0
