id,pid,status,mother1,mother2,px,py,pz,m,scale,pol,xProd,yProd,zProd,tau
0,90,-11,0,0,0,0,0,14000,0,9,0,0,0,0
1,2212,-12,0,0,0,0,0,0.93827,0,9,0,0,0,0
2,2212,-12,0,0,0,0,0,0.93827,0,9,0,0,0,0
3,5,-21,7,7,0,0,0,0,21.7218,9,0,0,0,0
4,21,-21,8,0,0,0,0,0,21.7218,9,0,0,0,0
5,5,-23,3,4,14.6913,15.6724,14.6913,4.8,21.7218,9,0,0,0,0
6,21,-23,3,4,-14.6913,-15.6724,-14.6913,0,21.7218,9,0,0,0,0
7,5,-42,12,0,-2.63678e-16,-1.68754e-14,-2.63678e-16,0,21.7218,9,0,0,0,0
8,21,-41,13,13,1.94289e-16,1.95399e-14,1.94289e-16,0,21.7218,9,0,0,0,0
9,5,-44,5,5,14.6362,11.6715,14.6362,4.8,21.7218,9,0,0,0,0
10,21,-44,6,6,-14.792,-22.9831,-14.792,0,21.7218,9,0,0,0,0
11,21,-43,8,0,0.155783,11.3116,0.155783,0,12.0839,9,0,0,0,0
12,21,-41,27,0,4.44089e-16,4.44089e-16,4.44089e-16,0,21.7218,9,0,0,0,0
13,21,-42,28,28,0,4.44089e-16,0,0,21.7218,9,0,0,0,0
14,5,-44,9,9,15.7885,13.7871,15.7885,4.8,21.7218,9,0,0,0,0
15,21,-44,10,10,-13.5308,-20.6673,-13.5308,0,21.7218,9,0,0,0,0
16,21,-44,11,11,0.321906,11.6166,0.321906,0,12.0839,9,0,0,0,0
17,-5,-43,12,0,-2.57963,-4.73643,-2.57963,4.8,9.27635,9,0,0,0,0
18,21,-31,22,0,0,0,0,0,4.56382,9,0,0,0,0
19,21,-31,23,23,0,0,0,0,4.56382,9,0,0,0,0
20,21,-33,18,19,1.94929,-4.12658,1.94929,0,4.56382,9,0,0,0,0
21,21,-33,18,19,-1.94929,4.12658,-1.94929,0,4.56382,9,0,0,0,0
22,21,-41,34,0,0,8.88178e-16,0,0,4.56382,9,0,0,0,0
23,21,-42,35,35,9.99201e-16,-2.66454e-15,9.99201e-16,0,4.56382,9,0,0,0,0
24,21,-44,20,20,0.643048,-0.200724,0.643048,0,4.56382,9,0,0,0,0
25,21,-44,21,21,-2.03968,4.39824,-2.03968,0,4.56382,9,0,0,0,0
26,21,-43,22,0,1.39663,-4.19751,1.39663,0,4.49459,9,0,0,0,0
27,21,-41,70,70,-6.66134e-16,0,-6.66134e-16,0,21.7218,9,0,0,0,0
28,21,-42,71,0,4.44089e-16,-2.22045e-16,4.44089e-16,0,21.7218,9,0,0,0,0
29,5,-44,14,14,16.6249,12.3826,16.6249,4.8,21.7218,9,0,0,0,0
30,21,-44,15,15,-12.6153,-22.2047,-12.6153,0,21.7218,9,0,0,0,0
31,21,-44,16,16,0.44249,11.4141,0.44249,0,12.0839,9,0,0,0,0
