id,pid,status,mother1,mother2,px,py,pz,m,scale,pol,xProd,yProd,zProd,tau
0,90,-11,0,0,0,0,0,14000,0,9,0,0,0,0
1,2212,-12,0,0,0,0,0,0.93827,0,9,0,0,0,0
2,2212,-12,0,0,0,0,0,0.93827,0,9,0,0,0,0
3,21,-21,7,7,0,0,0,0,24.3782,9,0,0,0,0
4,21,-21,8,0,0,0,0,0,24.3782,9,0,0,0,0
5,21,-23,3,4,-9.65625,22.3842,-9.65625,0,24.3782,9,0,0,0,0
6,21,-23,3,4,9.65625,-22.3842,9.65625,0,24.3782,9,0,0,0,0
7,21,-42,12,12,4.44089e-15,-8.88178e-15,4.44089e-15,0,24.3782,9,0,0,0,0
8,21,-41,13,0,-1.06581e-14,1.42109e-14,-1.06581e-14,0,24.3782,9,0,0,0,0
9,21,-44,5,5,-20.3034,35.3343,-20.3034,0,24.3782,9,0,0,0,0
10,21,-44,6,6,7.84209,-20.1776,7.84209,0,24.3782,9,0,0,0,0
11,21,-43,8,0,12.4613,-15.1567,12.4613,0,20.4362,9,0,0,0,0
12,21,-42,18,0,-6.21725e-15,-1.77636e-15,-6.21725e-15,0,24.3782,9,0,0,0,0
13,21,-41,19,19,3.55271e-15,2.22045e-15,3.55271e-15,0,24.3782,9,0,0,0,0
14,21,-44,9,9,-25.4292,33.9135,-25.4292,0,24.3782,9,0,0,0,0
15,21,-44,10,10,6.96871,-20.4197,6.96871,0,24.3782,9,0,0,0,0
16,21,-44,11,11,3.92142,-17.5238,3.92142,0,20.4362,9,0,0,0,0
17,21,-43,13,0,14.5391,4.03001,14.5391,0,16.0408,9,0,0,0,0
18,21,-41,28,28,0,1.77636e-15,0,0,24.3782,9,0,0,0,0
19,21,-42,29,0,1.77636e-15,-8.88178e-16,1.77636e-15,0,24.3782,9,0,0,0,0
20,21,-44,14,14,-21.2365,30.852,-21.2365,0,24.3782,9,0,0,0,0
21,21,-44,15,15,13.3441,-25.075,13.3441,0,24.3782,9,0,0,0,0
22,21,-44,16,16,4.37306,-17.8536,4.37306,0,20.4362,9,0,0,0,0
23,21,-44,17,17,14.9827,3.70604,14.9827,0,16.0408,9,0,0,0,0
24,21,-43,18,0,-11.4634,8.37057,-11.4634,0,14.4685,9,0,0,0,0
25,21,-51,20,0,-3.09321,-5.78416,-3.09321,0,12.2511,9,0,0,0,0
26,21,-51,20,0,-15.7175,32.0779,-15.7175,0,12.2511,9,0,0,0,0
27,21,-52,21,21,10.9183,-20.5168,10.9183,0,12.2511,9,0,0,0,0
28,21,-42,121,121,-2.84217e-14,2.04281e-14,-2.84217e-14,0,24.3782,9,0,0,0,0
29,21,-41,102,102,2.75335e-14,-1.95399e-14,2.75335e-14,0,24.3782,9,0,0,0,0
30,21,-44,25,25,-2.81211,-5.98544,-2.81211,0,12.2511,9,0,0,0,0
